content,score
Jika memang gak niat atau gak mampu menjafi aplikator transportasi lebih baik di hapus aja... MEMALUKAN DAN MENJENGKELKAN,1
Terima kasih Google Kalender sangat Membantu dalam penjadwalan. Semoga semakin canggih dan keren lagi penambahan performanya,5
Aplikasi kalendernya lebih bagus dari pada kalender bawaan hp gw jelek,5
Klo untuk ini kita bisa mengingat hari hari yg sangat penting di dalam kehidupan dan klo bisa ada tambahan coba ditambah hari - hari pasaran Jawa soalnya banyak orang orang di sekitar kita masih ada yang me Makai nya orang orang tua,5
Saat tgl tak tepat sibuk lah saya mencari otak atik perangkat stelan.Dapat gaby atur kubilang oh kawan jgn melarikan dirimu tetap dijalur ya sayang.,5
gimna cara hapus ini yaa... Sya mw Google kalender yg Resmi... sya tdak pernah mengisi Data2 didalam a sebelumnya...krna memang ga faham.. gimna Cara hapusnya...,1
Lebih bagus lagi jika ditambahkan bulan-bulan islam beserta keterangannya.,4
"tidak bisa menyimpan pengingat untuk kejadian yang tanggalnya sudah lewat, keluar notif bertuliskan "" waktu memulai tugas berulang tidak boleh di masa lalu "" padahal maunyimpen pengingat untuk kejadian kemarin, udah di bilang masa lalu aja baru juga kemarin belum 10 tahun, gimana nih google kok GAK OKE GOOGLE",1
setiap di perbarui saya ga merasa ada perubahan sih tetep sama seperti sebelum di update,4
"Awalnya nyaman, pas udah bikin banyak reminder malah ngilang semua :(. Kechewha.",3
Sangat Membantu Dalam Hal Memperingat atau Menandai Hal Penting Dalam Hidup Kita....,5
"Wow bisa ngatur jadwal... Oh iya buat kalian yg suka game ataupun nonton game di YouTube kalian bisa kunjungi channel ""Piyepie Pemuda""disitu banyak konten game....seru seru lhooo😄😄😄😄yuk subscribe channel dia...",5
"Hai, Developer Google LLC 🫣 Untuk aplikasi Google Kalender. Di tingkatkan lagi untuk performa dan fitur-fitur yang ada di dalam aplikasi 🙏 Terimakasih 🫡",5
saran aja jangan sering update karena bakal memakan ram untuk pengguna hp yg punya ram sedikit,5
DARI AWA AKU HANYA MEMAKAI Smart pon android nggak ada yg lain DAH PENUH HP SAYA . BIM BISA ganti LAPTOP atau conviter. GIMANA supaya HP saya tidak keberatan muatan I Belum bisa beli nih!,4
"Aplikasi ini sangat membantu tidak per susah payah untuk melih kalender dan membuat rencana,.",5
"update trs tp ga ono sing brubah.. malah notif ga muncul, alarm ga bunyi.. tmbhin hari pasaran dong ma tema..",3
Aplikasi google calendar ini sangat bermanfaat bagi saya karena membantu saya melihat tanggal dan hari hari penting saya juga bisa mendai tgl yang penting bagi saya,5
"Sejauh ini oke sih aplikasinya, belum banyak kendalanya. Waktu buat rencana pun juga masih oke, jadi menurutku aplikasi ini berguna buat bikin rencana/acara lainnya.",5
Kecewa bgt sih masa semua data pengingat hilang capek buat ngetik ulang lagi dan ga inget semua nya🥺,1
"masuh kurang mantap,setiap kali mengetik masih lari lari kaya ngejar layangan putus..",3
"UI sangat tidak user friendly, ribet . mau ganti back years saja susah.",1
Semua agenda kerja kini bisa dicatat di aplikasi ini. Cocok sekali utk yg punya pekerjaan/jadwal yg padat setiap harinya.,5
"aplikasi yg cukup berguna, membantu tuk membuat jadwal agenda dalam pekerjaan dan mudah digunakan",5
Mau mencari tanggal di tahun sebelumnya susah. Tidak ada opsi khusus yang dapat dilakukan untuk menuju tanggal yang sya kehendaki,2
Aplikasi ini sangat bagus saya sebagai pengguna aplikasi google kalender sangat terkesan dan fungsionalitasnya,5
"Mantap banget bisa notis kalau ada jadwal acara atau tugas, rekomended lah pokoknya",5
"Aplikasi ini emang paling pas, terintegrasi ke semua layanan google & android..good job",5
aplikasi kalender ini sangat membantu sekali untuk kita yg lupa tanggal bisa langsung liat tanggal lewat aplikasi kalender wkwkwk,5
Aplikasi google calendar sebagai penjadwalan dan agenda yang sangat mendukung untuk dipakai dalam sehari-hari,5
Tolong untuk desainya diubah agar tidak membosankan. Kasih fitu lompat tanggal biar cari tanggalnya cepat,4
Aplikasinya sangat menarik. Kita bisa mengatur jadwal agar kegiatan kita lebih terarah.,5
sepertinya lebih baik yg kalender biasa dari pada google kalender karena menurut saya itu aneh,1
"Sangat mengandalkan kalender ini, buat aktifitas dan kerja saya , dan praktik dgn apk ini",5
"Aplikasi bagus, berguna untuk melihat tanggal dan mengingatkan menentukan hari hari Tanggal waktu jadwal jadwal yang ingin di lakukan",5
"Semenjak pake aplikasi cerdas ini, saya sudah tidak telat lagi ketemu clien, makasih google, Amazing.👍",5
"Aplikasi yang sangat membatu dalam mencatat tanggal tanggal penting, mudah di gunakan nya",5
aplikasi bagus membantu untuk mengigat dan mengatur jadwal kegiatan sehari hari dan mudah digunakan,5
Terimakasih sudah buat aplikasi kalender jadi membuat mudah cukup buka di hp,5
Aplikasi yang sangat bagus memudahkan untuk mengatur aktifitas sesuai jadwal,5
"Tanggal kalender hijeriah nya knpa gk ada pdahal udah di aktifkn, tolong di perbaiki",3
"Sangat membatu sekali untuk kegiatan yang padat serta jadwal yang penting untuk kedepannya, trim's google calender app",5
Bermanfaat untuk sehari-hari dan lebih mudah untuk melakukan pekerjaan dengan ada notifikasi di google kalender,5
"Sangat Bermanfaat untuk teman² yg sering melupakan momen momen berharga, google kalender bisa jadi pengingat",5
"Aplikasih nya mantap mengingat kita untuk aktifitas sehari"" dan memudahkan kita untuk bisa lebih baik",5
"Fitur nya bagus, data tanggal akurat tinggal cek Google kalender, plus hari raya juga lengkap, mantap",5
"Tambahkan ""pergi ke tanggal"" untuk dengan mudah melihat kalender terdahulu.",4
Sangat Bagus dan sangat membantu melihat tanggalan/kalender harian.....👍👍👍👍👍👍 very good,5
"Aplikasi yg berguna, bisa membuat pengingat & alarm utk acara2 penting",5
"Mau nanya min , gimna caranya ya biar muncul tgl merah, dan libur nasional dan cuti bersamanya ?. Soalnya di tampilan apk kalender saya tidak muncul libur nasional & cuti bersamanya terus sama keterangannya juga tidak ada. Note : boleh di jawab sama siapa pun , tks",5
Tolong di tambah agar icon aplikasi dapat berubah sesuai tanggal hari tsb.,5
"Bagus sangat berguna, ada pengingat nya jadi jadwal selalu tepat gaakan lagi ada lupa lupa terimakasih Google Kalender",5
"Tidak bisa menyimpan acara, tolong diperbaiki. Terima kasih",2
Good bosq... bisa menambah efisieni kerja . Tingkatkan lagi kinerjanya tambah manfaat rekomended,5
"Sangat berguna untuk sebagai pengingat,dan membuat bermacam acara yg ingin kita rencanakan..",5
Sangat bagus dan berguna untuk memberikan informasi serta sebagai sarana reminder,5
"Aplikasi terbaik, saya bisa melihat mengatur schedule pada tanggal di aplikasi ini dengan nyaman",5
Mantaap. Sangat mudah digunakan. Rekomendasi untuk teman2 agar download juga app nya.,5
aplikqsi yang bagus untuk melihat tanggal ketika tidak ada kalender dirumah,5
Sangat terbatu sekali dengan google kalender ini pekerjaan saya bisa lebih tertata Mantap 👍,5
Aplikasi ini bagus untuk digunakan dan memudahkan sangat terbantu melihat jadwal penting terimakasih Google kalender,5
"Ini aplikasinya bagus yaaa Mantap,,, kalau ga percaya bisa di download di HP android masing masing ini super aplikasi bagus banget 🥰🥰🥰",5
Akan Lebih baik lagi kalau terdapat perkiraan cuaca pada setiap tanggal selama 2 minggu ke depan dan voting tanggal supaya tidak ribet ribet voting di aplikasi chat,5
"Rekomended banget, bisa nulis catatan acara penting dan update hari libur nasional. Jadwal lebih tertata",5
"Ada apa dgn Google akhir2 ini di hp saya google kalender, Gmail, google chrome, Google Drive di hp android saya selalu minta update minimal 5 hari dan maksimal 6 hari sekali????",1
"Apa apaan kalender angka nya kecil - kecil kaya upil gimana yg mata nya minus,? Wallpaper gk ada...uughh",2
Setiap hp pasti ada aplikasi ini.sngt brguna skli untuk melihat tanggal dan juga untuk menandakan wktu krja kita.,5
ingatkan terus agar aku tidak lupa lagi atas hari bulan tahun dan kenyataan sebenarnya. and berpikir fositip negatip thinking Is oke,1
Saya ingin google kalender jika libur jadi tanggal nya merah . Saya ingin developer mengupdate menjadi seperti itu,5
"Semua hp pasti ada apk ini, sangat berguna buat ngatur jadwal,pengingat membantu pokoknya",5
Dengan Google kalender Saya bisa lihat aktivitas Dengan cepat dan mantap,5
"Coba google kalender buat fitur untuk notifikasi hari-hari besar muncul di layar hp, seperti notif pesan masuk. Misalnya di hari Senin tgl sekian libur/tgl merah karena di tgl itu hari kenaikan Isa Al-Masih gitu. hari tgl dan laporan hari besarnya masuk dan muncul di layar hp. Coba ya min,, Please respond to my request 🙏 Biar saya kasih bintang ⭐⭐⭐⭐⭐",3
"Ini aplikasi kalender bagus deh,lihat tanggal melalui hp,hufffffff.....",5
Kalau bisa kalender ini bisa ada tgl tahun Hijriyah nya biar pada tahu tgl masehi Islam yg paling terupdate di Indonesia 😃,5
mohon dukungannya untuk kalender semoga bersemangat untuk membuat google kalender semakin baik lagi 🙏 terimakasih banyak,5
tambahkan tanggal hijriyah dan jawa untuk menjadikan aplikasi paling sempurna,5
"Shopee tuh berat ,kebanyakan fitur ,mending kita pisah aja jangan saling mengatur...",2
"Sekarang kok ngga ada info hari raya atau hari besar gitu yah seperti tahun kemarin, tolong dong di perbaiki lagi..",2
Tolong di perbaiki kalou minggu atau hari libur dikasih wana merah min itu sanggat membantu di kalender nya. Seperti kalender pada umum nya,3
Jadi susah untuk langsung edit tanggal.jadi ga repot Mesti kelik berulang ulang. Malah untuk cari tahun aja malah error Tolong d perbaiki dan d permudah,3
Mempermudah melihat dan menandai aktifitas kita setiap hari dg gampang,5
aplikasi yg sangat rekomended untuk yg kerja nya dilapangan,5
"Bagus sih,tpi knpa di hlangkan dari aplikasi aku,jdi gak bisa lihat tggl lagi,tolong di tampilkan lgi",5
"Bener"" bagus bangt apalagi kalo ada janji bisa di setting ke alarm jdi gk lupa",5
Knpa bisa download otomatis google Klender.. tolong bantuannya supaya tidak download otomatis lagi,1
Saya baru menyadari aplikasi ini sangat membantu setelah sekian lama saya anggurin..berkat womenwill..big thanks google kalender,5
Untuk yang September ke Oktober 2024 itu kok habis tanggal 12 langsung tanggal 29 hari nya memang sudah urut tapi tanggal nya lompat jauh bangeg,3
Minta tolong ada pengingat ulang tahun juga pakai alarm Minta tolong kalau mau buat pengingat tanggalan lebih di simple kan lagi plus sama ada alarmnya kalau bisa,2
Tolong kalender gue gak bisa dibuka tiba2.. ini kenapa? Mau diperbaharui tapi gak ada pemberitahuan nya,4
Google kalender yang ga bisa di pake offline membuat saya lupa hari dimana saya mengumpulkan tugas saya. Terus saya mau gimana?!?! (Bayangkan jika anda telah mengerjakan 7 tugas pr tapi pas kesekolah gurunya ga ada) (karena udah lewat tanggalnya),1
Sangat susah diatur dan tidak bisa dihapus jadwalkan seperti acara dan tugas!!!!,2
"aplikasi sangat membantu dan pengingat janji pertemuan, kegiatan kerja, jadwal perawatan kendaraan, dll",5
Baguslah buat liat tgl berapa dan kurang lengkap tidak ada tgl jawanya terlalu simpel,5
"Google Kalender:Amplikasi yang seperti selalu menjadi pedoman hari, bulan, Tahun, untuk mengingat masa dan waktu sepanjang masa bersejarah dalam kehidupan di Dunia ini,harapan ku semoga bermanfaat untuk orang dan semuanya di Indonesia utamanya, Aamiiiin ya Robbal alamin,!;+.@",5
Google kalender ini sangat membantu saya ketika saya butuh jadwal kerja. Dan sangat efisien untuk melihat jadwal di kalender. Mantap Pokonya👍,5
ok sangat membantu disaat lupa hari & tgl,4
"Gak bis konek dengan asisten google. Padahal ada agenda, tapi bilangnya tidak ada. Dan sudah di set kalender google",1
tdk usah beli lagi kalender konvensional lebih praktis digital,5
"NGEBUG, malah adanya layar putih dan sekali keluar langsung, gak ada dektiknya",1
Gambar apk kalender disesuaikan dengan tanggal yang ada jangan tanggal 31 karena tidak semua bulan berakhir tanggal ganjil,5
"Lumayan.. bwat ingat"" lupa sih cuma lebih komplit kalender di rumah ada tgl jawa ny.. kliwon,pahing,legi,pon .",5
Membuat saya enggak lupa tanggal,5
"Saya sangat suka sama apk ini saya bisa mengetahui tanggal tanggal yang saya lupa, saya ingat lagi karna lihat apk kalender ini pokoknya bagus",5
"Tampilan kalendernya dibagusin lagi dong, bosan lihatnya, widgetnya juga dibagusin. Kyk widget ios baru keren",1
Sangat membantu saya dalam proses pembelajaran di sekolah,5
Kalau bisa update berikutnya di buat juga kalender Hijriah nya,3
"Bug di pengingat, masa pengingat ngga bisa d hapus pdhl udh lama pengingat ny, tpi muncul trus,",3
Alhamdulillah hasilnya baik,5
"Nah jadi mudah ga usah pake aplikasi yg lain, membantu.. terutama tgl merah Indonesia sudah lengkap 👍🏼",5
Lumayan bermanfaat.,5
"Dimotorola cplus tampilan minggunya tidak berubah,selalu minggu treakhirnya 52 tidak ada minggu 53 nya.",1
Mantap dan berguna,5
Google kalender memberikan data harian setiap impormasi yg terbit serta aqurat.,3
Aplnya sangat relevan luar biasa👍,5
Sangat membantu dalam hal memperingati hari penting.,5
"Saya sudah instal aplikasi ini, saya mau menggunakan drak mode kok gak bisa. Saya kasih bintan 3 dulunya",3
"Assalamualaikum warahmatullahi wa barrakatuh Saran : Tolong kalo bisa dibuatkan tampilan utk penanggalan Hijriyah juga donx min sama Jawa ? Biar lengkap Maturnuwun sanget smg membantu . Kulo nyuwun pangapuntenne sak katah2i pun mbok nmbe enten ketikan huruf abjad/alfabeth yg menyingung npo kurang pas ,cukup sekian dari saya. Wassalamu'alaikum warahmatullahi wa barrakatuh.🙏🏿🙏🏿🙏🏿",4
Berguna dan Bermanfaat. Dipermudahkan dengan fitur2 nya.,5
Sangat baik bosq👍😁,5
Aplikasi kalender ini berisi iklan phising ndak jelas di perangkat Android saya.,1
sangat membantu saya untuk mengatur waktu dan pekerjaan saya lebih teratur dan tertata,5
"Halo google kalender, tlg kalender ini bikin kreatif misale tgl merah angkat ikut merah.. hari libur nasional jg ikut ada keterangan.. app ini kalah sama kalender lainnya..",2
Tolonglah lebih ditingkatkan lagi untuk Android edisi go (semacam diubah ke bentuk lite).,5
Oke oke Mantap Buanguets deh bosss,5
sangat bermanfaat,5
"tampilan jelek.. fitur gak lengkap, mau loncat ke tahun yang lewat aja gak bisa",1
sangat mudah digunakan,5
sangat membantu,4
ga ada tgl merah nya,4
Kenapa susah di perbaharui ya,5
Capek banget terlalu sering di-update atau di upgrade supaya tidak menghabiskan memori internal maupun eksternal ponsel 👎👎👎,1
Saya sangat suka sekali aplikasi ini membuat saya merasa nyaman,5
Aplikasi ini sangat bermanfaat untuk anda yang menggeluti dunia bisnis atau aktifitas lainnya yang memerlukan untuk mengingat agenda kegiatan..,5
"Update dong nih Kalender Google, ngga pro pemerintah apa terkait libur cuti bersama akhir tahun. percuma pake hp tp ngga update, mending pake kalender dinding aja tandain sendiri.",3
lebih mudah melihat tangal gajian,5
aplikasinya sangat membantu. saran tambahan fitur catatan untuk memberi catatan kecil pada hari,5
sangat membantu,5
sangat membantu,5
Aplikasi Kalender yg bagus .... 🇮🇩❤🇮🇩❤🇮🇩,5
"Mantab lah...sudah bagus, plus tema gelap nya saya suka, jadikan device lebih hemat daya",5
Realme gak punya aplikasi kah?,1
Sangat membantu saya,5
Sangat dgn adanya google kalender,5
Agar baik koneksi,5
Kok gak bisa di update,1
kalo boleh kalender nya berwarna,4
membantu untuk mengingat tanggal,5
Jam /tgl google tidak jalan,1
Kerja keras sangat puas,5
jelek di infinix,1
aplikasinya bagus 👍,5
Bagus kami baru mau megunakan kalender gugel semoga kami bisa mengunakan yg lebih baik dari sebelumnyah.,4
Alhamdulillah adanya aplikasi ini bisa terbantu,5
keren jadi inget hari,5
Masih bagus tampilan yang lama...,3
Sangat membantu sekali bagi yg tidak punya kalender dirumah sangat praktis,5
Seratus persen untuk aplikasi ini dgn bintang 🔯🔯🔯🔯🔯 tambah 2 bintang 🌟🌟 dan jadinya 7 bintang 🌟🌟🌟🌟🌟🌟🌟 setujuh oke.,5
"Minta tolong tampilannya di ubah seperti kalender biasa,supay lebih gampang/simpel",4
Bukan kalender yang di khususkan u/ negara Indonesia. jadi tidak pernah saya update. Kurang support u/ orang Indonesia,1
